vendor_name,vendor_url,vendor_hg_url,vendor_company_count,vendor_six_month_change,vendor_product_count,products_of_vendor,product_url
"Visualutions, Inc.",visualutions.com,https://discovery.hgdata.com/collection/visualutions-inc-products-services,66,-,3,Visualutions,https://discovery.hgdata.com/product/visualutions
"Visualutions, Inc.",visualutions.com,https://discovery.hgdata.com/collection/visualutions-inc-products-services,66,-,3,Visualutions VisDental,https://discovery.hgdata.com/product/visualutions-visdental
"Visualutions, Inc.",visualutions.com,https://discovery.hgdata.com/collection/visualutions-inc-products-services,66,-,3,Visualutions VisDoc,https://discovery.hgdata.com/product/visualutions-visdoc
AVL List GmbH,avl.com,https://discovery.hgdata.com/collection/avl-list-gmbh-products-services,150,-,1,AVL EXCITE,https://discovery.hgdata.com/product/avl-excite
"Avalara, Inc.",avalara.com,https://discovery.hgdata.com/collection/avalara-inc-products-services,"4,869",-,2,Avalara,https://discovery.hgdata.com/product/avalara
"Avalara, Inc.",avalara.com,https://discovery.hgdata.com/collection/avalara-inc-products-services,"4,869",-,2,Avalara CertCapture,https://discovery.hgdata.com/product/avalara-certcapture
"Mango, Ltd.",mangolive.com,https://discovery.hgdata.com/collection/mango-ltd-products-services,86,-,1,Mango,https://discovery.hgdata.com/product/mango
GE Power,ge.com/power,https://discovery.hgdata.com/collection/ge-power-products-services,100,-,1,GE PowerOn Advantage,https://discovery.hgdata.com/product/ge-poweron-advantage
"Schoology, Inc.",schoology.com,https://discovery.hgdata.com/collection/schoology-inc-products-services,"1,931",-,1,Schoology,https://discovery.hgdata.com/product/schoology
"OnTheGoSystems, Ltd.",onthegosystems.com,https://discovery.hgdata.com/collection/onthegosystems-ltd-products-services,"6,800",-,1,WPML,https://discovery.hgdata.com/product/wpml
"Ticketleap, Inc.",ticketleap.com,https://discovery.hgdata.com/collection/ticketleap-inc-products-services,350,-,1,Ticketleap,https://discovery.hgdata.com/product/ticketleap
"Zignal Labs, Inc.",zignallabs.com,https://discovery.hgdata.com/collection/zignal-labs-inc-products-services,46,-,1,Zignal Labs,https://discovery.hgdata.com/product/zignal-labs
Times Software Pte Ltd,timesoftsg.com.sg,https://discovery.hgdata.com/collection/times-software-pte-ltd-products-services,419,-,1,Times Software,https://discovery.hgdata.com/product/times-software
University of Massachusetts Amherst,umass.edu,https://discovery.hgdata.com/collection/university-of-massachusetts-amherst-products-services,449,-,1,Mallet,https://discovery.hgdata.com/product/mallet
Ameyo Pvt Ltd,ameyo.com,https://discovery.hgdata.com/collection/ameyo-pvt-ltd-products-services,173,-,1,Ameyo,https://discovery.hgdata.com/product/ameyo
"TripActions, Inc.",tripactions.com,https://discovery.hgdata.com/collection/tripactions-inc-products-services,354,-,1,TripActions,https://discovery.hgdata.com/product/tripactions
"Wodify Technologies, Ltd.",wodify.com,https://discovery.hgdata.com/collection/wodify-technologies-ltd-products-services,168,-,1,Wodify (Unspecified Product),https://discovery.hgdata.com/product/wodify-unspecified-product
"RecoveryPlanner.com, Inc.",recoveryplanner.com,https://discovery.hgdata.com/collection/recoveryplanner-com-inc-products-services,66,-,1,RecoveryPlanner,https://discovery.hgdata.com/product/recoveryplanner
"Troops, Inc.",troops.ai,https://discovery.hgdata.com/collection/troops-inc-products-services,43,-,1,Troops,https://discovery.hgdata.com/product/troops
Whatagraph B.V.,whatagraph.com,https://discovery.hgdata.com/collection/whatagraph-b-v-products-services,26,-,1,Whatagraph,https://discovery.hgdata.com/product/whatagraph
BA Insight,bainsight.com,https://discovery.hgdata.com/collection/ba-insight-products-services,196,-,1,BA Insight,https://discovery.hgdata.com/product/ba-insight
"VidCruiter, Inc.",vidcruiter.com,https://discovery.hgdata.com/collection/vidcruiter-inc-products-services,66,-,1,VidCruiter,https://discovery.hgdata.com/product/vidcruiter
Simul8 Corporation,simul8.com,https://discovery.hgdata.com/collection/simul8-corporation-products-services,782,-,1,SIMUL8,https://discovery.hgdata.com/product/simul8
"Verizon Communications, Inc.",verizon.com,https://discovery.hgdata.com/collection/verizon-communications-inc-products-services,"1,58,595",-,14,Networkfleet,https://discovery.hgdata.com/product/networkfleet
"Verizon Communications, Inc.",verizon.com,https://discovery.hgdata.com/collection/verizon-communications-inc-products-services,"1,58,595",-,14,Telogis,https://discovery.hgdata.com/product/telogis
"Verizon Communications, Inc.",verizon.com,https://discovery.hgdata.com/collection/verizon-communications-inc-products-services,"1,58,595",-,14,ThingSpace,https://discovery.hgdata.com/product/thingspace
"Verizon Communications, Inc.",verizon.com,https://discovery.hgdata.com/collection/verizon-communications-inc-products-services,"1,58,595",-,14,Verizon (Unspecified Product),https://discovery.hgdata.com/product/verizon-unspecified-product
"Verizon Communications, Inc.",verizon.com,https://discovery.hgdata.com/collection/verizon-communications-inc-products-services,"1,58,595",-,14,Verizon Cloud,https://discovery.hgdata.com/product/verizon-cloud
"Verizon Communications, Inc.",verizon.com,https://discovery.hgdata.com/collection/verizon-communications-inc-products-services,"1,58,595",-,14,Verizon Conferencing,https://discovery.hgdata.com/product/verizon-conferencing
"Verizon Communications, Inc.",verizon.com,https://discovery.hgdata.com/collection/verizon-communications-inc-products-services,"1,58,595",-,14,Verizon Connect,https://discovery.hgdata.com/product/verizon-connect
"Verizon Communications, Inc.",verizon.com,https://discovery.hgdata.com/collection/verizon-communications-inc-products-services,"1,58,595",-,14,Verizon Cybertrust,https://discovery.hgdata.com/product/verizon-cybertrust
"Verizon Communications, Inc.",verizon.com,https://discovery.hgdata.com/collection/verizon-communications-inc-products-services,"1,58,595",-,14,Verizon Hosting,https://discovery.hgdata.com/product/verizon-hosting
"Verizon Communications, Inc.",verizon.com,https://discovery.hgdata.com/collection/verizon-communications-inc-products-services,"1,58,595",-,14,Verizon IoT,https://discovery.hgdata.com/product/verizon-iot
"Verizon Communications, Inc.",verizon.com,https://discovery.hgdata.com/collection/verizon-communications-inc-products-services,"1,58,595",-,14,Verizon VoIP,https://discovery.hgdata.com/product/verizon-voip
"Verizon Communications, Inc.",verizon.com,https://discovery.hgdata.com/collection/verizon-communications-inc-products-services,"1,58,595",-,14,Verizon Volicon,https://discovery.hgdata.com/product/verizon-volicon
"Verizon Communications, Inc.",verizon.com,https://discovery.hgdata.com/collection/verizon-communications-inc-products-services,"1,58,595",-,14,Verizon XO,https://discovery.hgdata.com/product/verizon-xo
"Verizon Communications, Inc.",verizon.com,https://discovery.hgdata.com/collection/verizon-communications-inc-products-services,"1,58,595",-,14,Yahoo! Small Business,https://discovery.hgdata.com/product/yahoo-small-business
"Lyra Health, Inc.",lyrahealth.com,https://discovery.hgdata.com/collection/lyra-health-inc-products-services,85,-,1,Lyra Health,https://discovery.hgdata.com/product/lyra-health
"Kong, Inc.",konghq.com,https://discovery.hgdata.com/collection/kong-inc-products-services,"4,295",-,3,Insomnia,https://discovery.hgdata.com/product/insomnia
"Kong, Inc.",konghq.com,https://discovery.hgdata.com/collection/kong-inc-products-services,"4,295",-,3,Kong,https://discovery.hgdata.com/product/kong
"Kong, Inc.",konghq.com,https://discovery.hgdata.com/collection/kong-inc-products-services,"4,295",-,3,Kong Gateway,https://discovery.hgdata.com/product/kong-gateway
Enverus,enverus.com,https://discovery.hgdata.com/collection/enverus-products-services,"1,092",-,1,Oildex,https://discovery.hgdata.com/product/oildex
"Rio SEO, Inc.",rioseo.com,https://discovery.hgdata.com/collection/rio-seo-inc-products-services,78,-,1,Rio SEO,https://discovery.hgdata.com/product/rio-seo
"eSUB, Inc.",esub.com,https://discovery.hgdata.com/collection/esub-inc-products-services,217,-,1,eSUB,https://discovery.hgdata.com/product/esub
shopware AG,shopware.com,https://discovery.hgdata.com/collection/shopware-ag-products-services,"3,384",-,1,shopware,https://discovery.hgdata.com/product/shopware
"The Descartes Systems Group, Inc.",descartes.com,https://discovery.hgdata.com/collection/the-descartes-systems-group-inc-products-services,192,-,1,Descartes Systems,https://discovery.hgdata.com/product/descartes-systems
"Planview, Inc.",planview.com,https://discovery.hgdata.com/collection/planview-inc-products-services,"6,160",-,9,Changepoint,https://discovery.hgdata.com/product/changepoint
"Planview, Inc.",planview.com,https://discovery.hgdata.com/collection/planview-inc-products-services,"6,160",-,9,Changepoint Services Automation,https://discovery.hgdata.com/product/changepoint-services-automation
"Planview, Inc.",planview.com,https://discovery.hgdata.com/collection/planview-inc-products-services,"6,160",-,9,Daptiv,https://discovery.hgdata.com/product/daptiv
"Planview, Inc.",planview.com,https://discovery.hgdata.com/collection/planview-inc-products-services,"6,160",-,9,Planview,https://discovery.hgdata.com/product/planview
"Planview, Inc.",planview.com,https://discovery.hgdata.com/collection/planview-inc-products-services,"6,160",-,9,Planview Enterprise One,https://discovery.hgdata.com/product/planview-enterprise-one
"Planview, Inc.",planview.com,https://discovery.hgdata.com/collection/planview-inc-products-services,"6,160",-,9,Planview LeanKit,https://discovery.hgdata.com/product/planview-leankit
"Planview, Inc.",planview.com,https://discovery.hgdata.com/collection/planview-inc-products-services,"6,160",-,9,Planview PPM Pro,https://discovery.hgdata.com/product/planview-ppm-pro
"Planview, Inc.",planview.com,https://discovery.hgdata.com/collection/planview-inc-products-services,"6,160",-,9,Projectplace,https://discovery.hgdata.com/product/projectplace
"Planview, Inc.",planview.com,https://discovery.hgdata.com/collection/planview-inc-products-services,"6,160",-,9,Spigit,https://discovery.hgdata.com/product/spigit
Resident360,resident360.com,https://discovery.hgdata.com/collection/resident360-products-services,37,-,1,Resident360,https://discovery.hgdata.com/product/resident360
"Tripwire, Inc.",tripwire.com,https://discovery.hgdata.com/collection/tripwire-inc-products-services,"3,090",-,7,Tripwire,https://discovery.hgdata.com/product/tripwire
"Tripwire, Inc.",tripwire.com,https://discovery.hgdata.com/collection/tripwire-inc-products-services,"3,090",-,7,Tripwire CCM,https://discovery.hgdata.com/product/tripwire-ccm
"Tripwire, Inc.",tripwire.com,https://discovery.hgdata.com/collection/tripwire-inc-products-services,"3,090",-,7,Tripwire Enterprise,https://discovery.hgdata.com/product/tripwire-enterprise
"Tripwire, Inc.",tripwire.com,https://discovery.hgdata.com/collection/tripwire-inc-products-services,"3,090",-,7,Tripwire File Integrity Manager,https://discovery.hgdata.com/product/tripwire-file-integrity-manager
"Tripwire, Inc.",tripwire.com,https://discovery.hgdata.com/collection/tripwire-inc-products-services,"3,090",-,7,Tripwire IP360,https://discovery.hgdata.com/product/tripwire-ip360
"Tripwire, Inc.",tripwire.com,https://discovery.hgdata.com/collection/tripwire-inc-products-services,"3,090",-,7,Tripwire Log Center,https://discovery.hgdata.com/product/tripwire-log-center
"Tripwire, Inc.",tripwire.com,https://discovery.hgdata.com/collection/tripwire-inc-products-services,"3,090",-,7,Tripwire VIA,https://discovery.hgdata.com/product/tripwire-via
Spectralink Corporation,spectralink.com,https://discovery.hgdata.com/collection/spectralink-corporation-products-services,"1,064",-,1,SpectraLink,https://discovery.hgdata.com/product/spectralink
"Trust Guard, LLC",trustguard.com,https://discovery.hgdata.com/collection/trust-guard-llc-products-services,254,-,1,Trust Guard,https://discovery.hgdata.com/product/trust-guard
Centrical,centrical.com,https://discovery.hgdata.com/collection/centrical-products-services,45,-,1,Centrical,https://discovery.hgdata.com/product/centrical
"Orion Advisor Technology, LLC",orionadvisortech.com,https://discovery.hgdata.com/collection/orion-advisor-technology-llc-products-services,257,-,1,Orion Advisor Tech,https://discovery.hgdata.com/product/orion-advisor-tech
"Zimperium, Inc.",zimperium.com,https://discovery.hgdata.com/collection/zimperium-inc-products-services,47,-,1,Zimperium,https://discovery.hgdata.com/product/zimperium
"PLATO Health Systems, Ltd.",platohealth.com,https://discovery.hgdata.com/collection/plato-health-systems-ltd-products-services,1,-,1,Platocode,https://discovery.hgdata.com/product/platocode
"RichRelevance, Inc.",richrelevance.com,https://discovery.hgdata.com/collection/richrelevance-inc-products-services,901,-,1,RichRelevance,https://discovery.hgdata.com/product/richrelevance
D-Link Corporation,dlink.com,https://discovery.hgdata.com/collection/d-link-corporation-products-services,208,-,1,D-Link Switches,https://discovery.hgdata.com/product/d-link-switches
"DataBank IMX, LLC",databankimx.com,https://discovery.hgdata.com/collection/databank-imx-llc-products-services,168,-,1,Medcise,https://discovery.hgdata.com/product/medcise
CheeseCat Sp. z o.o.,catvertiser.com,https://discovery.hgdata.com/collection/cheesecat-sp-z-o-o-products-services,13,-,1,Catvertiser,https://discovery.hgdata.com/product/catvertiser
"SightPlan, Inc.",sightplan.com,https://discovery.hgdata.com/collection/sightplan-inc-products-services,29,-,1,SightPlan,https://discovery.hgdata.com/product/sightplan
"Startups.com, LLC",startups.com,https://discovery.hgdata.com/collection/startups-com-llc-products-services,90,-,1,Launchrock,https://discovery.hgdata.com/product/launchrock
GLOFOX,glofox.com,https://discovery.hgdata.com/collection/glofox-products-services,34,-,1,Glofox (Unspecified Product),https://discovery.hgdata.com/product/glofox-unspecified-product
"NSONE, Inc.",ns1.com,https://discovery.hgdata.com/collection/nsone-inc-products-services,136,-,1,NS1,https://discovery.hgdata.com/product/ns1
Unisys Corporation,unisys.com,https://discovery.hgdata.com/collection/unisys-corporation-products-services,"6,505",-,8,Unisys (Unspecified Product),https://discovery.hgdata.com/product/unisys-unspecified-product
Unisys Corporation,unisys.com,https://discovery.hgdata.com/collection/unisys-corporation-products-services,"6,505",-,8,Unisys ClearPath Dorado,https://discovery.hgdata.com/product/unisys-clearpath-dorado
Unisys Corporation,unisys.com,https://discovery.hgdata.com/collection/unisys-corporation-products-services,"6,505",-,8,Unisys ClearPath Forward,https://discovery.hgdata.com/product/unisys-clearpath-forward
Unisys Corporation,unisys.com,https://discovery.hgdata.com/collection/unisys-corporation-products-services,"6,505",-,8,Unisys ClearPath Libra,https://discovery.hgdata.com/product/unisys-clearpath-libra
Unisys Corporation,unisys.com,https://discovery.hgdata.com/collection/unisys-corporation-products-services,"6,505",-,8,Unisys ClearPath MCP,https://discovery.hgdata.com/product/unisys-clearpath-mcp
Unisys Corporation,unisys.com,https://discovery.hgdata.com/collection/unisys-corporation-products-services,"6,505",-,8,Unisys InfoImage,https://discovery.hgdata.com/product/unisys-infoimage
Unisys Corporation,unisys.com,https://discovery.hgdata.com/collection/unisys-corporation-products-services,"6,505",-,8,Unisys OS 2200,https://discovery.hgdata.com/product/unisys-os-2200
Unisys Corporation,unisys.com,https://discovery.hgdata.com/collection/unisys-corporation-products-services,"6,505",-,8,Unisys Stealth,https://discovery.hgdata.com/product/unisys-stealth
"Envoy, Inc.",envoy.com,https://discovery.hgdata.com/collection/envoy-inc-products-services,494,-,1,Envoy (Unspecified Product),https://discovery.hgdata.com/product/envoy-unspecified-product
"LiveIntent, Inc.",liveintent.com,https://discovery.hgdata.com/collection/liveintent-inc-products-services,822,-,1,LiveIntent,https://discovery.hgdata.com/product/liveintent
"Azuga, Inc.",azuga.com,https://discovery.hgdata.com/collection/azuga-inc-products-services,71,-,1,Azuga,https://discovery.hgdata.com/product/azuga
"LexisNexis Risk Solutions, Inc.",risk.lexisnexis.com,https://discovery.hgdata.com/collection/lexisnexis-risk-solutions-inc-products-services,867,-,5,Cirium,https://discovery.hgdata.com/product/cirium
"LexisNexis Risk Solutions, Inc.",risk.lexisnexis.com,https://discovery.hgdata.com/collection/lexisnexis-risk-solutions-inc-products-services,867,-,5,HPCC Systems,https://discovery.hgdata.com/product/hpcc-systems
"LexisNexis Risk Solutions, Inc.",risk.lexisnexis.com,https://discovery.hgdata.com/collection/lexisnexis-risk-solutions-inc-products-services,867,-,5,HPCC Thor,https://discovery.hgdata.com/product/hpcc-thor
"LexisNexis Risk Solutions, Inc.",risk.lexisnexis.com,https://discovery.hgdata.com/collection/lexisnexis-risk-solutions-inc-products-services,867,-,5,LexisNexis Fraud & Identity Management,https://discovery.hgdata.com/product/lexisnexis-fraud-and-identity-management
"LexisNexis Risk Solutions, Inc.",risk.lexisnexis.com,https://discovery.hgdata.com/collection/lexisnexis-risk-solutions-inc-products-services,867,-,5,ThreatMetrix,https://discovery.hgdata.com/product/threatmetrix
Qwilr Pty Ltd,qwilr.com,https://discovery.hgdata.com/collection/qwilr-pty-ltd-products-services,105,-,1,Qwilr,https://discovery.hgdata.com/product/qwilr
Cafe24 Corporation,cafe24.com,https://discovery.hgdata.com/collection/cafe24-corporation-products-services,657,-,1,Cafe24 Nameserver,https://discovery.hgdata.com/product/cafe24-nameserver
"Elite Software Development, Inc.",elitesoft.com,https://discovery.hgdata.com/collection/elite-software-development-inc-products-services,546,-,1,Elite Software HVAC Solution,https://discovery.hgdata.com/product/elite-software-hvac-solution
"Eracent, Inc.",eracent.com,https://discovery.hgdata.com/collection/eracent-inc-products-services,120,-,1,Eracent,https://discovery.hgdata.com/product/eracent
"Nozomi Networks, Inc.",nozominetworks.com,https://discovery.hgdata.com/collection/nozomi-networks-inc-products-services,29,-,1,Nozomi Networks,https://discovery.hgdata.com/product/nozomi-networks
"Zurple, Inc.",zurple.com,https://discovery.hgdata.com/collection/zurple-inc-products-services,29,-,1,Zurple,https://discovery.hgdata.com/product/zurple
Activu Corporation,activu.com,https://discovery.hgdata.com/collection/activu-corporation-products-services,101,-,1,Activu,https://discovery.hgdata.com/product/activu
"Uniphore Technologies, Inc.",uniphore.com,https://discovery.hgdata.com/collection/uniphore-technologies-inc-products-services,358,-,2,Jacada,https://discovery.hgdata.com/product/jacada
"Uniphore Technologies, Inc.",uniphore.com,https://discovery.hgdata.com/collection/uniphore-technologies-inc-products-services,358,-,2,Uniphore,https://discovery.hgdata.com/product/uniphore
Nosto Solutions Oy,nosto.com,https://discovery.hgdata.com/collection/nosto-solutions-oy-products-services,"1,662",-,1,Nosto,https://discovery.hgdata.com/product/nosto
Nosto Solutions Oy,nosto.com,https://discovery.hgdata.com/collection/nosto-solutions-oy-products-services,"1,662",-,1,Stackla,https://discovery.hgdata.com/product/stackla
"Lenovo Group, Ltd.",lenovo.com,https://discovery.hgdata.com/collection/lenovo-group-ltd-products-services,"35,829",-,18,IBM Laptop,https://discovery.hgdata.com/product/ibm-laptop
"Lenovo Group, Ltd.",lenovo.com,https://discovery.hgdata.com/collection/lenovo-group-ltd-products-services,"35,829",-,18,Lenovo (Unspecified Product),https://discovery.hgdata.com/product/lenovo-unspecified-product
"Lenovo Group, Ltd.",lenovo.com,https://discovery.hgdata.com/collection/lenovo-group-ltd-products-services,"35,829",-,18,Lenovo Desktop,https://discovery.hgdata.com/product/lenovo-desktop
"Lenovo Group, Ltd.",lenovo.com,https://discovery.hgdata.com/collection/lenovo-group-ltd-products-services,"35,829",-,18,Lenovo Flex System Blade Servers,https://discovery.hgdata.com/product/lenovo-flex-system-blade-servers
"Lenovo Group, Ltd.",lenovo.com,https://discovery.hgdata.com/collection/lenovo-group-ltd-products-services,"35,829",-,18,Lenovo Ideacentre,https://discovery.hgdata.com/product/lenovo-ideacentre
"Lenovo Group, Ltd.",lenovo.com,https://discovery.hgdata.com/collection/lenovo-group-ltd-products-services,"35,829",-,18,Lenovo Ideapad,https://discovery.hgdata.com/product/lenovo-ideapad
"Lenovo Group, Ltd.",lenovo.com,https://discovery.hgdata.com/collection/lenovo-group-ltd-products-services,"35,829",-,18,Lenovo Laptop,https://discovery.hgdata.com/product/lenovo-laptop
"Lenovo Group, Ltd.",lenovo.com,https://discovery.hgdata.com/collection/lenovo-group-ltd-products-services,"35,829",-,18,Lenovo System x Server,https://discovery.hgdata.com/product/lenovo-system-x-server
"Lenovo Group, Ltd.",lenovo.com,https://discovery.hgdata.com/collection/lenovo-group-ltd-products-services,"35,829",-,18,Lenovo ThinkAgile,https://discovery.hgdata.com/product/lenovo-thinkagile
"Lenovo Group, Ltd.",lenovo.com,https://discovery.hgdata.com/collection/lenovo-group-ltd-products-services,"35,829",-,18,Lenovo ThinkCentre,https://discovery.hgdata.com/product/lenovo-thinkcentre
"Lenovo Group, Ltd.",lenovo.com,https://discovery.hgdata.com/collection/lenovo-group-ltd-products-services,"35,829",-,18,Lenovo ThinkPad,https://discovery.hgdata.com/product/lenovo-thinkpad
"Lenovo Group, Ltd.",lenovo.com,https://discovery.hgdata.com/collection/lenovo-group-ltd-products-services,"35,829",-,18,Lenovo ThinkStation,https://discovery.hgdata.com/product/lenovo-thinkstation
"Lenovo Group, Ltd.",lenovo.com,https://discovery.hgdata.com/collection/lenovo-group-ltd-products-services,"35,829",-,18,Lenovo ThinkSystem,https://discovery.hgdata.com/product/lenovo-thinksystem
"Lenovo Group, Ltd.",lenovo.com,https://discovery.hgdata.com/collection/lenovo-group-ltd-products-services,"35,829",-,18,Lenovo X3650 M5,https://discovery.hgdata.com/product/lenovo-x3650-m5
"Lenovo Group, Ltd.",lenovo.com,https://discovery.hgdata.com/collection/lenovo-group-ltd-products-services,"35,829",-,18,Lenovo XClarity,https://discovery.hgdata.com/product/lenovo-xclarity
"Lenovo Group, Ltd.",lenovo.com,https://discovery.hgdata.com/collection/lenovo-group-ltd-products-services,"35,829",-,18,Lenovo Yoga,https://discovery.hgdata.com/product/lenovo-yoga
"Lenovo Group, Ltd.",lenovo.com,https://discovery.hgdata.com/collection/lenovo-group-ltd-products-services,"35,829",-,18,ThinkAgile HX-Series,https://discovery.hgdata.com/product/thinkagile-hx-series
"Lenovo Group, Ltd.",lenovo.com,https://discovery.hgdata.com/collection/lenovo-group-ltd-products-services,"35,829",-,18,ThinkAgile VX-Series,https://discovery.hgdata.com/product/thinkagile-vx-series
SCB Consulting,s-c-b.com,https://discovery.hgdata.com/collection/scb-consulting-products-services,948,-,1,FLEETMATE,https://discovery.hgdata.com/product/fleetmate
"PPRO Financial, Ltd.",ppro.com,https://discovery.hgdata.com/collection/ppro-financial-ltd-products-services,16,-,1,PPRO,https://discovery.hgdata.com/product/ppro
"Coalfire Systems, Inc.",coalfire.com,https://discovery.hgdata.com/collection/coalfire-systems-inc-products-services,214,-,2,Coalfire,https://discovery.hgdata.com/product/coalfire
"Coalfire Systems, Inc.",coalfire.com,https://discovery.hgdata.com/collection/coalfire-systems-inc-products-services,214,-,2,ThreadFix,https://discovery.hgdata.com/product/threadfix
"Cendyn Group, LLC",cendyn.com,https://discovery.hgdata.com/collection/cendyn-group-llc-products-services,361,-,2,Cendyn Hospitality Cloud,https://discovery.hgdata.com/product/cendyn-hospitality-cloud
"Cendyn Group, LLC",cendyn.com,https://discovery.hgdata.com/collection/cendyn-group-llc-products-services,361,-,2,Rainmaker,https://discovery.hgdata.com/product/rainmaker
"Flexport International, LLC",flexport.com,https://discovery.hgdata.com/collection/flexport-international-llc-products-services,108,-,1,Flexport,https://discovery.hgdata.com/product/flexport
Boardable,boardable.com,https://discovery.hgdata.com/collection/boardable-products-services,42,-,1,Boardable,https://discovery.hgdata.com/product/boardable
"Naviga, Inc.",navigaglobal.com,https://discovery.hgdata.com/collection/naviga-inc-products-services,197,-,2,Naviga (Unspecified Product),https://discovery.hgdata.com/product/naviga-unspecified-product
"Naviga, Inc.",navigaglobal.com,https://discovery.hgdata.com/collection/naviga-inc-products-services,197,-,2,Naviga Ad,https://discovery.hgdata.com/product/naviga-ad
"Abiquo Europe, Ltd.",abiquo.com,https://discovery.hgdata.com/collection/abiquo-europe-ltd-products-services,66,-,1,Abiquo,https://discovery.hgdata.com/product/abiquo
"Bradoc Data Management, Inc.",bradoc.net,https://discovery.hgdata.com/collection/bradoc-data-management-inc-products-services,10,-,1,Bradoc,https://discovery.hgdata.com/product/bradoc
"ServiceTrade, Inc.",servicetrade.com,https://discovery.hgdata.com/collection/servicetrade-inc-products-services,32,-,1,ServiceTrade,https://discovery.hgdata.com/product/servicetrade
Pixelera,pixelera.com,https://discovery.hgdata.com/collection/pixelera-products-services,37,-,1,Member365,https://discovery.hgdata.com/product/member365
Givex Corporation,givex.com,https://discovery.hgdata.com/collection/givex-corporation-products-services,344,-,1,Givex,https://discovery.hgdata.com/product/givex
"Engaging Networks, Ltd.",engagingnetworks.net,https://discovery.hgdata.com/collection/engaging-networks-ltd-products-services,298,-,1,Engaging Networks,https://discovery.hgdata.com/product/engaging-networks
"Digisonics, Inc.",digisonics.com,https://discovery.hgdata.com/collection/digisonics-inc-products-services,138,-,1,Digisonics,https://discovery.hgdata.com/product/digisonics
"OpiSafe, Inc.",opisafe.com,https://discovery.hgdata.com/collection/opisafe-inc-products-services,3,-,1,OpiSafe,https://discovery.hgdata.com/product/opisafe
"Galileo Financial Technologies, Inc.",galileo-ft.com,https://discovery.hgdata.com/collection/galileo-financial-technologies-inc-products-services,74,-,1,Galileo,https://discovery.hgdata.com/product/galileo
Lucidity Software,luciditysoftware.com.au,https://discovery.hgdata.com/collection/lucidity-software-products-services,13,-,1,Lucidity,https://discovery.hgdata.com/product/lucidity
Rapid Global Pty Ltd,rapidglobal.com,https://discovery.hgdata.com/collection/rapid-global-pty-ltd-products-services,182,-,1,Rapid Global,https://discovery.hgdata.com/product/rapid-global
Projectmoon S.R.L.,projectmoon.it,https://discovery.hgdata.com/collection/projectmoon-s-r-l-products-services,84,-,1,Storeden,https://discovery.hgdata.com/product/storeden
"eMDs, Inc.",emds.com,https://discovery.hgdata.com/collection/emds-inc-products-services,"2,395",-,4,Aprima EHR,https://discovery.hgdata.com/product/aprima-ehr
"eMDs, Inc.",emds.com,https://discovery.hgdata.com/collection/emds-inc-products-services,"2,395",-,4,e-MDs,https://discovery.hgdata.com/product/e-mds
"eMDs, Inc.",emds.com,https://discovery.hgdata.com/collection/emds-inc-products-services,"2,395",-,4,Medisoft,https://discovery.hgdata.com/product/medisoft
"eMDs, Inc.",emds.com,https://discovery.hgdata.com/collection/emds-inc-products-services,"2,395",-,4,Practice Partner,https://discovery.hgdata.com/product/practice-partner
"Objectivity, Inc.",objectivity.com,https://discovery.hgdata.com/collection/objectivity-inc-products-services,124,-,1,Objectivity,https://discovery.hgdata.com/product/objectivity
"Gorrie-Regan, Inc.",gorrieregan.com,https://discovery.hgdata.com/collection/gorrie-regan-inc-products-services,45,-,1,Gorrie-Regan,https://discovery.hgdata.com/product/gorrie-regan
"Nginx Software, Inc.",nginx.org,https://discovery.hgdata.com/collection/nginx-software-inc-products-services,"1,50,013",-,1,nginx,https://discovery.hgdata.com/product/nginx
"Guesty, Inc.",guesty.com,https://discovery.hgdata.com/collection/guesty-inc-products-services,142,-,1,Guesty,https://discovery.hgdata.com/product/guesty
"Searchify, LLC",searchify.com,https://discovery.hgdata.com/collection/searchify-llc-products-services,36,-,1,Searchify,https://discovery.hgdata.com/product/searchify
"Coda Project, Inc.",coda.io,https://discovery.hgdata.com/collection/coda-project-inc-products-services,54,-,1,Coda,https://discovery.hgdata.com/product/coda
"Claritysoft, Inc.",claritysoft.com,https://discovery.hgdata.com/collection/claritysoft-inc-products-services,110,-,1,ClaritySoft,https://discovery.hgdata.com/product/claritysoft
MoveIt Companies,moveit.com,https://discovery.hgdata.com/collection/moveit-companies-products-services,10,-,1,MoveIt,https://discovery.hgdata.com/product/moveit
"Kibo Software, Inc.",kibocommerce.com,https://discovery.hgdata.com/collection/kibo-software-inc-products-services,"6,350",-,6,Certona,https://discovery.hgdata.com/product/certona
"Kibo Software, Inc.",kibocommerce.com,https://discovery.hgdata.com/collection/kibo-software-inc-products-services,"6,350",-,6,Kibo Commerce,https://discovery.hgdata.com/product/kibo-commerce
"Kibo Software, Inc.",kibocommerce.com,https://discovery.hgdata.com/collection/kibo-software-inc-products-services,"6,350",-,6,Kibo OM,https://discovery.hgdata.com/product/kibo-om
"Kibo Software, Inc.",kibocommerce.com,https://discovery.hgdata.com/collection/kibo-software-inc-products-services,"6,350",-,6,Kibo Unified Commerce Cloud,https://discovery.hgdata.com/product/kibo-unified-commerce-cloud
"Kibo Software, Inc.",kibocommerce.com,https://discovery.hgdata.com/collection/kibo-software-inc-products-services,"6,350",-,6,Monetate,https://discovery.hgdata.com/product/monetate
